BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-782450,JONES ALLEY,DEAD END,GREAT JONES STREET,W
M,S-782453,JONES ALLEY,GREAT JONES STREET,BOND STREET,E
M,S-782452,JONES ALLEY,SHINBONE ALLEY,LAFAYETTE STREET,S
M,S-905106,JONES ALLEY,LAFAYETTE STREET,DEAD END,S
M,S-905105,JONES ALLEY,LAFAYETTE STREET,DEAD END,N
M,S-782449,JONES ALLEY,GREAT JONES STREET,DEAD END,E
M,S-782454,JONES ALLEY,GREAT JONES STREET,BOND STREET,W
M,S-782451,JONES ALLEY,SHINBONE ALLEY,LAFAYETTE STREET,N
M,S-002823,JONES LANE,BOND STREET,GREAT JONES STREET,E
M,S-028220,JONES LANE,BOND STREET,GREAT JONES STREET,W
M,S-103066,JONES STREET,BLEECKER STREET,WEST    4 STREET,S
M,S-024784,JONES STREET,JONES LANE,LAFAYETTE STREET,S
M,P-269273,JONES STREET,BLEECKER STREET,WEST    4 STREET,W
M,S-120957,JOSEPH P WARD STREET,WASHINGTON STREET,WEST STREET,N
M,S-916541,JOSEPH P WARD STREET,WASHINGTON STREET,WEST STREET,S
M,S-199514,JUMEL PLACE,WEST  168 STREET,EDGECOMBE AVENUE,W
M,S-199518,JUMEL PLACE,WEST  167 STREET,EDGECOMBE AVENUE,E
M,S-199512,JUMEL PLACE,WEST  167 STREET,WEST  168 STREET,W
M,S-199513,JUMEL TERRACE,WEST  160 STREET,WEST  162 STREET,E
M,S-960360,JUMEL TERRACE,SYLVAN TERRACE,WEST  160 STREET,W
M,S-199506,JUMEL TERRACE,WEST  162 STREET,SYLVAN TERRACE,W
M,S-105503,KENMARE STREET,CLEVELAND PLACE,MULBERRY STREET,S
M,S-105502,KENMARE STREET,LAFAYETTE STREET,CLEVELAND PLACE,S
M,S-105505,KENMARE STREET,BOWERY,ELIZABETH STREET,N
M,S-793331,KENMARE STREET,CENTRE STREET,LAFAYETTE STREET,S
M,S-105506,KENMARE STREET,ELIZABETH STREET,MOTT STREET,N
M,S-105507,KENMARE STREET,MOTT STREET,MULBERRY STREET,N
M,S-244125,KENMARE STREET,MOTT STREET,ELIZABETH STREET,S
M,S-210261,KENMARE STREET,ELIZABETH STREET,BOWERY,S
M,S-105508,KENMARE STREET,MULBERRY STREET,CLEVELAND PLACE,N
M,S-105509,KENMARE STREET,CLEVELAND PLACE,LAFAYETTE STREET,N
M,S-210259,KENMARE STREET,CENTRE STREET,MULBERRY STREET,S
M,S-210258,KENMARE STREET,MULBERRY STREET,MOTT STREET,S
M,S-601160,KENT PLACE,CARDINAL HAYES PLACE,PEARL STREET,W
M,S-601162,KENT PLACE,CARDINAL HAYES PLACE,PEARL STREET,E
M,P-254648,KING STREET,HUDSON STREET,VARICK STREET,S
M,S-193701,KING STREET,HUDSON STREET,VARICK STREET,N
M,S-127553,KING STREET,GREENWICH STREET,HUDSON STREET,S
M,P-251810,KING STREET,VARICK STREET,AVENUE OF AMERICAS,S
M,S-106826,KING STREET,MACDOUGAL STREET,AVENUE OF THE AMERICAS,S
M,S-106827,KING STREET,MACDOUGAL STREET,AVENUE OF AMERICAS,N
M,S-273789,KING STREET,GREENWICH STREET,HUDSON STREET,N
M,P-251808,KING STREET,VARICK STREET,AVENUE OF AMERICAS,N
M,P-239211,LA GUARDIA PLACE,WEST    3 STREET,WASHINGTON SQUARE SOUTH,E
M,P-239213,LA GUARDIA PLACE,WEST HOUSTON STREET,BLEECKER STREET,E
M,S-106801,LAGUARDIA PLACE,WEST    3 STREET,BLEECKER STREET,W
M,P-239212,LAGUARDIA PLACE,BLEECKER STREET,WEST    3 STREET,E
M,S-272410,LAGUARDIA PLACE,WASHINGTON SQUARE SOUTH,WEST    3 STREET,W
M,S-148202,LAGUARDIA PLACE,BLEECKER STREET,WEST HOUSTON STREET,W
M,S-993325,LAIGHT STREET,VARICK STREET,HUDSON STREET,S
M,S-054884,LAIGHT STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-988923,LAIGHT STREET,VARICK STREET,ST JOHNS LANE,S
M,S-054889,LAIGHT STREET,WASHINGTON STREET,WEST STREET,N
M,S-823496,LAIGHT STREET,VARICK STREET,6 AVENUE,N
M,S-054892,LAIGHT STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-055900,LAIGHT STREET,HUDSON STREET,COLLISTER STREET,S
M,S-054891,LAIGHT STREET,COLLISTER STREET,GREENWICH STREET,S
M,S-092991,LAIGHT STREET,VARICK STREET,HUDSON STREET,N
M,S-988922,LAIGHT STREET,ST JOHNS LANE,6 AVENUE,S
M,S-054888,LAIGHT STREET,HUDSON STREET,GREENWICH STREET,N
M,S-054893,LAIGHT STREET,WASHINGTON STREET,WEST STREET,S
M,S-989209,LEONARD STREET,VARICK STREET,HUDSON STREET,N
M,S-155227,LEONARD STREET,WEST BROADWAY,HUDSON STREET,S
M,S-989871,LEONARD STREET,BENSON STREET,BROADWAY,N
M,S-155228,LEONARD STREET,WEST BROADWAY,HUDSON STREET,N
M,S-989208,LEONARD STREET,BROADWAY,CHURCH STREET,N
M,S-217288,LEONARD STREET,LAFAYETTE STREET,BENSON STREET,N
M,S-992478,LEONARD STREET,CENTRE STREET,LAFAYETTE STREET,N
M,S-118661,LEONARD STREET,BROADWAY,CHURCH STREET,S
M,S-792469,LEONARD STREET,CHURCH STREET,WEST BROADWAY,N
M,S-223450,LEONARD STREET,BAXTER STREET,BAXTER STREET,N
M,S-246353,LEONARD STREET,LAFAYETTE STREET,BROADWAY,S
M,S-989202,LEONARD STREET,CENTRE STREET,LAFAYETTE STREET,S
M,S-989206,LEONARD STREET,CHURCH STREET,WEST BROADWAY,S
M,S-103021,LEROY STREET,SEVENTH AVENUE SOUTH,HUDSON STREET,N
M,S-103027,LEROY STREET,7 AVENUE SOUTH,HUDSON STREET,S
M,S-103020,LEROY STREET,BEDFORD STREET,BLEECKER STREET,N
M,S-103022,LEROY STREET,HUDSON STREET,GREENWICH STREET,N
M,S-107135,LEROY STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-123662,LEROY STREET,WASHINGTON STREET,WEST STREET,S
M,S-103029,LEROY STREET,HUDSON STREET,GREENWICH STREET,S
M,S-103019,LEROY STREET,SEVENTH AVENUE SOUTH,BEDFORD STREET,N
M,S-149537,LEROY STREET,BEDFORD STREET,BLEECKER STREET,S
M,S-277438,LEROY STREET,SEVENTH AVENUE SOUTH,BEDFORD STREET,S
M,S-171950,LEROY STREET,WASHINGTON STREET,WEST STREET,N
M,S-113991,LEROY STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-237718,LEWIS STREET,GRAND STREET,DELANCEY STREET,E
M,S-018392,LEWIS STREET,BROOME STREET,DELANCEY STREET,E
M,S-018390,LEWIS STREET,GRAND STREET,BROOME STREET,E
M,S-175671,LEWIS STREET,DELANCEY STREET,GRAND STREET,W
M,S-015126,LEWIS STREET,EAST HOUSTON STREET,DELANCEY STREET,N
M,S-221067,LEWIS STREET,DELANCEY ST SOUTH,DELANCEY STREET,N
M,S-059808,LEWIS STREET,GRAND STREET,DELANCEY ST SOUTH,N
M,S-105759,LEWIS STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,E
M,S-021186,LEWIS STREET,DELANCEY STREET,RIVINGTON STREET,W
M,S-105762,LEWIS STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,W
M,S-989783,LIBERTY PLACE,MAIDEN LANE,LIBERTY STREET,W
M,S-989875,LIBERTY PLACE,MAIDEN LANE,LIBERTY STREET,E
M,S-989277,LIBERTY STREET,SOUTH END AVENUE,WEST STREET,S
M,S-989276,LIBERTY STREET,CHURCH STREET,WEST STREET,N
M,S-269887,LIBERTY STREET,CHURCH STREET,BROADWAY,S
M,S-043766,LIBERTY STREET,BROADWAY,LIBERTY PLACE,N
M,S-040223,LIBERTY STREET,NASSAU STREET,WILLIAM STREET,N
M,S-988735,LIBERTY STREET,WEST STREET,WASHINGTON STREET,S
M,S-601931,LIBERTY STREET,WEST STREET,WASHINGTON STREET,N
M,S-601933,LIBERTY STREET,GREENWICH STREET,CHURCH STREET,N
M,S-225802,LIBERTY STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-145039,LIBERTY STREET,WILLIAM STREET,MAIDEN LANE,N
M,S-235378,LIBERTY STREET,TRINITY PLACE,TEMPLE STREET,S
M,S-992470,LIBERTY STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-992465,LIBERTY STREET,WEST STREET,SOUTH END AVENUE,N
M,S-278243,LIBERTY STREET,WILLIAM STREET,PEARL STREET,S
M,S-992447,LIBERTY STREET,LIBERTY PLACE,NASSAU STREET,N
M,S-989866,LIBERTY STREET,BROADWAY,NASSAU STREET,S
M,S-602029,LIBERTY STREET,MAIDEN LANE,GOLD STREET,N
M,S-268613,LIBERTY STREET,BROADWAY,CHURCH STREET,N
M,S-117874,LIBERTY STREET,GREENWICH STREET,TRINITY PLACE,S
M,S-272953,LIBERTY STREET,CHURCH STREET,GREENWICH STREET,S
M,S-154112,LIBERTY STREET,NASSAU STREET,WILLIAM STREET,S
M,S-237687,LILLIAN WALD DRIVE,LILLIAN WALD DRIVE,EAST HOUSTON STREET,W
M,S-237686,LILLIAN WALD DRIVE,EAST HOUSTON STREET,LILLIAN WALD DRIVE,E
M,S-904988,LINCOLN CENTER PLAZA,WEST   65 STREET,WEST   62 STREET,W
M,S-904989,LINCOLN CENTER PLAZA,WEST   65 STREET,WEST   62 STREET,E
M,S-150685,LISPENARD STREET,6 AVENUE,CHURCH STREET,N
M,S-989189,LISPENARD STREET,AVENUE OF THE AMERICAS,CHURCH STREET,S
M,S-989190,LISPENARD STREET,CHURCH STREET,BROADWAY,S
M,S-150687,LISPENARD STREET,WEST BROADWAY,CHURCH STREET,N
M,S-989191,LISPENARD STREET,CHURCH STREET,BROADWAY,N
M,S-104220,LITTLE WEST   12 STREET,GANSEVOORT STREET,NINTH AVENUE,N
M,S-186185,LITTLE WEST   12 STREET,WEST STREET,WASHINGTON STREET,N
M,S-104221,LITTLE WEST   12 STREET,WEST STREET,WASHINGTON STREET,S
M,S-184609,LITTLE WEST   12 STREET,WASHINGTON STREET,NINTH AVENUE,S
M,S-819000,LITTLE WEST   12 STREET,WEST STREET,DEAD END,N
M,S-204870,LITTLE WEST   12 STREET,WASHINGTON STREET,NINTH AVENUE,N
M,S-201468,LITTLE WEST STREET,2 PLACE,3 PLACE,W
M,S-013075,LT WM TIGH TRIANGLE,RIVERSIDE DRIVE,BROADWAY,S
M,P-254604,LUDLOW              ST,STANTON             ST,RIVINGTON           ST,E
M,P-253001,LUDLOW STREET,EAST HOUSTON STREET,STANTON STREET,E
M,S-079391,LUDLOW STREET,RIVINGTON STREET,DELANCEY STREET,E
M,S-276925,LUDLOW STREET,EAST HOUSTON STREET,RIVINGTON STREET,E
M,P-005022,LUDLOW STREET,EAST HOUSTON STREET,FIRST AVENUE,W
M,P-255249,LUDLOW STREET,DELANCEY STREET,BROOME STREET,E
M,P-251835,LUDLOW STREET,GRAND STREET,HESTER STREET,E
M,S-066638,LUDLOW STREET,HESTER STREET,CANAL STREET,W
M,S-066637,LUDLOW STREET,GRAND STREET,HESTER STREET,W
M,P-165017,LUDLOW STREET,BROOME STREET,GRAND STREET,W
M,S-175619,LUDLOW STREET,RIVINGTON STREET,DELANCEY STREET,W
M,S-085607,LUDLOW STREET,CANAL STREET,DIVISION STREET,E
M,P-254596,LUDLOW STREET,STANTON STREET,RIVINGTON STREET,W
M,S-085608,LUDLOW STREET,CANAL STREET,DIVISION STREET,W
M,S-262268,LUDLOW STREET,DELANCEY STREET,BROOME STREET,W
M,P-252122,LUDLOW STREET,HESTER STREET,CANAL STREET,E
M,P-253009,LUDLOW STREET,EAST HOUSTON STREET,STANTON STREET,W
M,S-169663,LUDLOW STREET,BROOME STREET,GRAND STREET,E
M,S-184571,MACDOUGAL STREET,BLEECKER STREET,WEST HOUSTON STREET,W
M,P-254590,MACDOUGAL STREET,WEST    8 STREET,MACDOUGAL ALLEY,E
M,S-229177,MACDOUGAL STREET,AVENUE OF THE AMERICAS,PRINCE STREET,E
M,S-106824,MACDOUGAL STREET,WEST    4 STREET,WEST    3 STREET,W
M,S-106781,MACDOUGAL STREET,WEST    3 STREET,MINETTA LANE,W
M,S-206821,MACDOUGAL STREET,AVENUE OF THE AMERICAS,PRINCE STREET,W
M,S-106782,MACDOUGAL STREET,WEST HOUSTON STREET,KING STREET,W
M,S-106780,MACDOUGAL STREET,WEST    8 STREET,WAVERLY PLACE,W
M,S-106733,MACDOUGAL STREET,MINETTA LANE,BLEECKER STREET,W
M,S-213816,MACDOUGAL STREET,WASHINGTON SQUARE SOUTH,WEST    3 STREET,E
M,P-254588,MACDOUGAL STREET,MACDOUGAL ALLEY,WASHINGTON SQUARE NORTH,E
M,S-106309,MACDOUGAL STREET,KING STREET,PRINCE STREET,W
M,S-175887,MACDOUGAL STREET,BLEECKER STREET,WEST HOUSTON STREET,E
M,S-106823,MACDOUGAL STREET,WEST HOUSTON STREET,PRINCE STREET,E
M,S-213815,MACDOUGAL STREET,WEST    3 STREET,BLEECKER STREET,E
M,S-263606,MACDOUGAL STREET,MINETTA LANE,BLEECKER STREET,E
M,S-932475,MACOMBS PLACE,WEST  150 STREET,WEST  151 STREET,E
M,S-143413,MACOMBS PLACE,FRED DOUGLASS BOULEVARD,WEST  150 STREET,E
M,S-143418,MACOMBS PLACE,WEST  152 STREET,WEST  151 STREET,W
M,S-143415,MACOMBS PLACE,WEST  155 STREET,WEST  154 STREET,W
M,S-962294,MACOMBS PLACE,WEST  150 STREET,WEST  151 STREET,W
M,S-932988,MACOMBS PLACE,FRED DOUGLASS BOULEVARD,WEST  150 STREET,W
M,S-205110,MACOMBS PLACE,WEST  151 STREET,ADAM C POWELL BOULEVARD,E
M,S-143416,MACOMBS PLACE,WEST  154 STREET,WEST  153 STREET,W
M,S-173417,MACOMBS PLACE,WEST  153 STREET,WEST  152 STREET,W
M,S-890314,MADISON SQUARE,WEST   31 STREET,WEST   33 STREET,E
M,S-852127,MADISON STREET,PEARL STREET,AVENUE OF THE FINEST,N
M,S-066220,MADISON STREET,MONTGOMERY STREET,GOUVERNEUR STREET,S
M,S-072710,MADISON STREET,PIKE STREET,RUTGERS STREET,S
M,S-111454,MADISON STREET,MARKET STREET,CATHERINE STREET,N
M,S-111253,MADISON STREET,MARKET STREET,PIKE STREET,S
M,S-146755,MADISON STREET,JACKSON STREET,MONTGOMERY STREET,N
M,S-066219,MADISON STREET,CLINTON STREET,MONTGOMERY STREET,S
M,S-065978,MADISON STREET,JAMES STREET,ST JAMES PLACE,N
M,S-065977,MADISON STREET,OLIVER STREET,JAMES STREET,N
M,S-065960,MADISON STREET,ST JAMES PLACE,PEARL STREET,N
M,S-065959,MADISON STREET,PEARL STREET,ST JAMES PLACE,S
M,S-138822,MADISON STREET,MONTGOMERY STREET,CLINTON STREET,N
M,S-239751,MADISON STREET,CATHERINE STREET,OLIVER STREET,N
M,S-138823,MADISON STREET,CLINTON STREET,JEFFERSON STREET,N
M,S-066650,MADISON STREET,JACKSON STREET,GRAND STREET,S
M,S-138825,MADISON STREET,JEFFERSON STREET,RUTGERS STREET,N
M,S-241455,MADISON STREET,ST JAMES PLACE,CATHERINE STREET,S
M,S-138826,MADISON STREET,RUTGERS STREET,PIKE STREET,N
M,S-066221,MADISON STREET,GOUVERNEUR STREET,JACKSON STREET,S
M,S-241484,MADISON STREET,GRAND STREET,JACKSON STREET,N
M,S-914101,MADISON STREET,AVENUE OF THE FINEST,PEARL STREET,S
M,S-257403,MADISON STREET,RUTGERS STREET,CLINTON STREET,S
M,S-249598,MADISON STREET,CATHERINE STREET,MARKET STREET,S
M,S-065783,MADISON STREET,MECHANICS ALLEY,MARKET STREET,N
M,S-065782,MADISON STREET,PIKE STREET,MECHANICS ALLEY,N
M,P-279030,MAGAW PLACE,WEST  181 STREET,WEST  183 STREET,W
M,P-279031,MAGAW PLACE,WEST  181 STREET,WEST  183 STREET,E
M,S-233368,MAIDEN LANE,NASSAU STREET,LIBERTY PLACE,S
M,P-951591,MAIDEN LANE,PEARL STREET,GOLD STREET,N
M,S-091999,MAIDEN LANE,MAIDEN LANE,WILLIAM STREET,S
M,S-988741,MAIDEN LANE,NASSAU STREET,BROADWAY,N
M,P-081420,MAIDEN LANE,FRONT STREET,SOUTH STREET,S
M,S-989725,MAIDEN LANE,WATER STREET,PEARL STREET,N
M,P-256651,MAIDEN LANE,FRONT STREET,WATER STREET,N
M,S-198394,MAIDEN LANE,SOUTH STREET,FRONT STREET,N
M,P-256650,MAIDEN LANE,PEARL STREET,WATER STREET,S
M,P-256637,MAIDEN LANE,WATER STREET,FRONT STREET,S
M,S-924093,MAIDEN LANE,WILLIAM STREET,NASSAU STREET,S
M,S-250255,MAIDEN LANE,GOLD STREET,WILLIAM STREET,N
M,S-194844,MAIDEN LANE,WILLIAM STREET,NASSAU STREET,N
M,S-602028,MAIDEN LANE,LIBERTY STREET,WILLIAM STREET,S
M,S-273969,MAIDEN LANE,LIBERTY PLACE,BROADWAY,S
M,S-823534,MAIN STREET,ROOSEVELT ISLAND BRIDGE,WEST ROAD,W
M,S-824993,MAIN STREET,EAST ROAD,ROOSEVELT ISLAND BRIDGE,E
M,P-099656,MALCOLM X BOULEVARD,WEST  125 STREET,WEST  126 STREET,E
M,S-201333,MALCOLM X BOULEVARD,WEST  147 STREET,WEST  146 STREET,W
M,S-065250,MANGIN STREET,NEW STREET,EAST HOUSTON STREET,W
M,S-105200,MANGIN STREET,DELANCEY STREET,DELANCEY STREET,N
M,S-032820,MANGIN STREET,STANTON STREET,EAST HOUSTON STREET,N
M,S-065249,MANGIN STREET,A NEW STREET,EAST HOUSTON STREET,E
M,S-105775,MANGIN STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,W
M,S-234509,MANGIN STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,E
M,S-089706,MANHATTAN AVENUE,WEST  100 STREET,WEST  101 STREET,E
M,S-089632,MANHATTAN AVENUE,WEST  106 STREET,WEST  105 STREET,W
M,S-203783,MANHATTAN AVENUE,WEST  115 STREET,WEST  114 STREET,W
M,S-178304,MANHATTAN AVENUE,WEST  113 STREET,WEST  114 STREET,E
M,S-178305,MANHATTAN AVENUE,WEST  115 STREET,WEST  116 STREET,E
M,S-203785,MANHATTAN AVENUE,CATHEDRAL PARKWAY,EAST  109 STREET,W
M,S-203786,MANHATTAN AVENUE,WEST  108 STREET,WEST  107 STREET,W
M,S-203787,MANHATTAN AVENUE,WEST  107 STREET,WEST  106 STREET,W
M,S-089634,MANHATTAN AVENUE,WEST  104 STREET,WEST  100 STREET,W
M,S-089704,MANHATTAN AVENUE,WEST  103 STREET,WEST  104 STREET,E
M,S-089264,MANHATTAN AVENUE,WEST  105 STREET,WEST  106 STREET,E
M,S-089262,MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,E
M,S-179797,MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  111 STREET,E
M,S-166344,MANHATTAN AVENUE,WEST  106 STREET,WEST  107 STREET,E
M,S-280979,MANHATTAN AVENUE,WEST  123 STREET,WEST  122 STREET,E
M,S-231885,MANHATTAN AVENUE,WEST  119 STREET,WEST  120 STREET,E
M,S-931582,MANHATTAN AVENUE,WEST  120 STREET,WEST  121 STREET,E
M,S-931585,MANHATTAN AVENUE,WEST  117 STREET,WEST  118 STREET,E
M,S-227357,MANHATTAN AVENUE,WEST  108 STREET,WEST  104 STREET,E
M,S-231873,MANHATTAN AVENUE,WEST  122 STREET,WEST  121 STREET,W
M,S-932061,MANHATTAN AVENUE,WEST  114 STREET,MORNINGSIDE AVENUE,W
M,S-932063,MANHATTAN AVENUE,WEST  117 STREET,WEST  116 STREET,W
M,S-089261,MANHATTAN AVENUE,WEST  101 STREET,WEST  102 STREET,E
M,S-932067,MANHATTAN AVENUE,WEST  121 STREET,WEST  120 STREET,W
M,S-932069,MANHATTAN AVENUE,WEST  123 STREET,WEST  122 STREET,W
M,S-932070,MANHATTAN AVENUE,WEST  111 STREET,WEST  112 STREET,E
M,S-932987,MANHATTAN AVENUE,HANCOCK PLACE,WEST  123 STREET,W
M,S-149540,MANHATTAN AVENUE,WEST  108 STREET,WEST  109 STREET,E
M,S-226201,MANHATTAN AVENUE,MORNINGSIDE AVENUE,CATHEDRAL PARKWAY,W
M,S-193457,MANHATTAN AVENUE,WEST  105 STREET,WEST  104 STREET,W
M,S-109171,MANHATTAN AVENUE,WEST  112 STREET,WEST  113 STREET,E
M,S-109181,MANHATTAN AVENUE,WEST  114 STREET,WEST  115 STREET,E
M,S-109472,MANHATTAN AVENUE,WEST  118 STREET,WEST  117 STREET,W
M,S-109578,MANHATTAN AVENUE,WEST  124 STREET,WEST  123 STREET,W
M,S-109581,MANHATTAN AVENUE,WEST  120 STREET,WEST  119 STREET,W
M,S-231883,MANHATTAN AVENUE,WEST  116 STREET,WEST  117 STREET,E
M,S-213941,MANHATTAN AVENUE,WEST  118 STREET,WEST  119 STREET,E
M,S-231887,MANHATTAN AVENUE,WEST  121 STREET,WEST  122 STREET,E
M,S-089263,MANHATTAN AVENUE,WEST  104 STREET,WEST  105 STREET,E
M,S-089629,MANHATTAN AVENUE,WEST  109 STREET,WEST  110 STREET,E
M,S-089627,MANHATTAN AVENUE,WEST  107 STREET,WEST  108 STREET,E
M,S-932484,MANHATTAN AVENUE,HANCOCK PLACE,EAST  123 STREET,E
M,S-256033,MANHATTAN AVENUE,WEST  119 STREET,WEST  118 STREET,W
M,S-089630,MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,W
M,S-054150,MANHATTAN AVENUE,WEST  103 STREET,WEST  104 STREET,W
M,S-089631,MANHATTAN AVENUE,WEST  109 STREET,WEST  108 STREET,W
M,S-203651,MANHATTAN AVENUE,WEST  116 STREET,WEST  115 STREET,W
M,S-283856,MANHATTAN PLACE,READE STREET,UNNAMED STREET,E
M,S-283855,MANHATTAN PLACE,READE STREET,UNNAMED STREET,W
M,S-229596,MANHATTAN PLACE,ELK STREET,UNNAMED STREET,N
M,S-204537,MARGARET CORBIN DRIVE,MARGARET CORBIN PLAZA,CABRINI BOULEVARD,N
M,S-821211,MARGARET CORBIN DRIVE,CORBIN DRIVE,CORBIN DRIVE,E
M,S-197985,MARGARET CORBIN PLAZA,CABRINI BOULEVARD,FT WASHINGTON AVENUE,S
M,S-204539,MARGARET CORBIN PLAZA,FT WASHINGTON AVENUE,MARGARET CORBIN DRIVE,E
M,S-137634,MARGARET CORBIN PLAZA,MARGARET CORBIN DRIVE,CABRINI BOULEVARD,N
M,S-277669,MARGINAL STREET,WEST   14 STREET,BLOOMFIELD STREET,W
M,S-277667,MARGINAL STREET,BLOOMFIELD STREET,GANSEVOORT STREET,W
M,S-215499,MARGINAL STREET,CHARLES STREET,CHARLES LANE,W
M,S-211895,MARGINAL STREET,LEROY STREET,WEST HOUSTON STREET,W
M,S-211996,MARGINAL STREET,MONTGOMERY STREET,DEAD END,W
M,S-228814,MARGINAL STREET,DESBROSSES STREET,HUBERT STREET,W
M,S-040226,MARGINAL STREET,WEST  132 STREET,WEST  133 STREET,E
M,S-277354,MARGINAL STREET,BETHUNE STREET,UNNAMED STREET,W
M,S-601436,MARGINAL STREET,BARCLAY STREET,VESEY STREET,E
M,S-215504,MARGINAL STREET,WEST   14 STREET,WEST   15 STREET,W
M,S-267030,MARGINAL STREET,WEST HOUSTON STREET,UNNAMED STREET,E
M,S-215496,MARGINAL STREET,JAY STREET,HARRISON STREET,W
M,S-263822,MARGINAL STREET,CLARKSON STREET,EAST HOUSTON STREET,W
M,S-215497,MARGINAL STREET,WATTS STREET,CANAL STREET,W
M,S-215498,MARGINAL STREET,SPRING STREET,CANAL STREET,W
M,S-267028,MARGINAL STREET,UNNAMED STREET,UNNAMED STREET,E
M,S-228813,MARGINAL STREET,DESBROSSES STREET,HUBERT STREET,E
M,S-257846,MARGINAL STREET,CHRISTOPHER STREET,BARROW STREET,E
M,S-257847,MARGINAL STREET,CHRISTOPHER STREET,MORTON STREET,W
M,S-257848,MARGINAL STREET,BARROW STREET,MORTON STREET,E
M,S-808618,MARGINAL STREET,LAIGHT STREET,HARRISON STREET,E
M,S-282464,MARGINAL STREET,WEST   55 STREET,WEST   45 STREET,E
M,S-098278,MARGINAL STREET,DEAD END,10 AVENUE,N
M,S-215502,MARGINAL STREET,JANE STREET,HORATIO STREET,W
M,S-025755,MARGINAL STREET,WEST  125 STREET,WEST  132 STREET,E
M,S-267029,MARGINAL STREET,CLARKSON STREET,WEST HOUSTON STREET,E
M,S-216148,MARGINAL STREET,WEST   12 STREET,WEST   13 STREET,W
M,S-020157,MARGINAL STREET,EAST   20 STREET,EAST   23 STREET,W
M,S-251402,MARGINAL STREET,BARCLAY STREET,BARCLAY STREET,W
M,S-215500,MARGINAL STREET,WEST   11 STREET,BANK STREET,W
M,S-814343,MARGINAL STREET,WEST   43 STREET,WEST   42 STREET,W
M,S-282465,MARGINAL STREET,WEST   55 STREET,WEST   45 STREET,W
M,S-020156,MARGINAL STREET,AVENUE C,EAST   20 STREET,W
M,S-263824,MARGINAL STREET,UNNAMED STREET,CLARKSON STREET,W
M,S-207103,MARGINAL STREET,WEST  133 STREET,SAINT CLAIR PLACE,W
M,S-263823,MARGINAL STREET,UNNAMED STREET,CLARKSON STREET,E
M,S-821925,MARGINAL STREET,WEST   34 STREET,WEST   29 STREET,W
M,S-601015,MARGINAL STREET,FRANKLIN STREET,HARRISON STREET,W
M,S-215494,MARGINAL STREET,BARCLAY STREET,PARK STREET,W
M,S-215495,MARGINAL STREET,DUANE STREET,JAY STREET,W
M,S-098277,MARGINAL STREET,10 AVENUE,DEAD END,S
M,S-277905,MARGINAL STREET,UNNAMED STREET,UNNAMED STREET,W
M,S-025762,MARGINAL STREET,WEST  125 STREET,SAINT CLAIR PLACE,E
M,S-264372,MARGINAL STREET,WEST   34 STREET,WEST   34 STREET,W
M,S-215501,MARGINAL STREET,BANK STREET,BETHUNE STREET,W
M,S-808620,MARGINAL STREET,HARRISON STREET,CHAMBERS STREET,E
M,S-808619,MARGINAL STREET,CHAMBERS STREET,BARCLAY STREET,E
M,S-788465,MARKETFIELD STREET,NEW STREET,BROAD STREET,S
M,S-788071,MARKETFIELD STREET,NEW STREET,BROAD STREET,N
M,S-249955,MARKET SLIP,WATER STREET,SOUTH STREET,W
M,S-249951,MARKET SLIP,SOUTH STREET,CHERRY STREET,E
M,S-275628,MARKET SLIP,CHERRY STREET,WATER STREET,W
M,S-066884,MARKET STREET,CHERRY STREET,MONROE STREET,W
M,S-066837,MARKET STREET,CHERRY STREET,MONROE STREET,E
M,P-252677,MARKET STREET,EAST BROADWAY,DIVISION STREET,E
M,P-252675,MARKET STREET,EAST BROADWAY,DIVISION STREET,W
M,S-182288,MARKET STREET,MONROE STREET,MADISON STREET,E
M,S-250868,MARKET STREET,MADISON STREET,HENRY STREET,W
M,P-252673,MARKET STREET,HENRY STREET,EAST BROADWAY,W
M,S-182291,MARKET STREET,MONROE STREET,MADISON STREET,W
M,S-066839,MARKET STREET,MADISON STREET,HENRY STREET,E
M,S-067369,MARKET STREET,HENRY STREET,EAST BROADWAY,E
M,S-223515,MECHANICS ALLEY,CHERRY STREET,WATER STREET,W
M,S-223467,MECHANICS ALLEY,HENRY STREET,MADISON STREET,W
M,S-600816,MECHANICS ALLEY,HENRY STREET,MADISON STREET,E
M,S-223514,MECHANICS ALLEY,CHERRY STREET,WATER STREET,E
M,S-107276,MERCER STREET,WEST HOUSTON STREET,PRINCE STREET,E
